,0
1523,-1.4694004
1524,-1.501511
1525,-1.4954661
1526,-2.6767542
1527,-1.399627
1528,-1.466413
1529,-1.1825103
1530,-1.4515549
1531,-1.2061564
1532,-1.3430203
1533,-1.9031776
1534,-1.1343437
1535,-1.2693095
1536,-1.9160923
1537,-1.7373867
1538,-2.31001
1539,-2.6064155
1540,-1.8497975
1541,-1.3185701
1542,-2.0016236
1543,-1.7748185
1544,-2.0903585
1545,-2.436268
1546,-2.251358
1547,-2.638367
1548,-2.79192
1549,-2.2620757
1550,-1.8206598
1551,-1.7295533
1552,-1.7027917
1553,-2.3772752
1554,-1.56867
1555,-1.7839453
1556,-2.1621459
1557,-2.1653109
1558,-1.689721
1559,-2.6280072
1560,-2.7507138
1561,-1.8183172
1562,-2.1370964
1563,-1.9701703
1564,-2.6330059
1565,-2.1010184
1566,-2.3721437
1567,-2.3384416
1568,-2.083588
1569,-2.0060468
1570,-2.6829624
1571,-1.9660681
1572,-2.4216073
1573,-2.2280815
1574,-1.4521956
1575,-1.5993392
1576,-2.341117
1577,-2.785625
1578,-2.369223
1579,-1.827707
1580,-1.5729055
1581,-2.156495
1582,-1.764861
1583,-2.2771566
