,observers,resids,max_resid,mean_resid,a,w
66,False,"tensor([[1.5792e-05, 1.8477e-06],
        [1.6668e-05, 2.1035e-06],
        [1.7572e-05, 2.3730e-06],
        ...,
        [9.5945e-04, 1.5998e-02],
        [8.3477e-04, 1.5811e-02],
        [7.1959e-04, 1.5617e-02]])",0.08894502371549606,0.00902903638780117,0.20000000298023224,0.6499999761581421
67,False,"tensor([[8.4319e-07, 9.1997e-06],
        [6.1047e-07, 9.3916e-06],
        [4.0571e-07, 9.5707e-06],
        ...,
        [3.6635e-03, 2.5786e-03],
        [3.5792e-03, 2.6067e-03],
        [3.4953e-03, 2.6335e-03]])",0.015018698759377003,0.0016918862238526344,0.20000000298023224,0.699999988079071
68,False,"tensor([[2.0044e-06, 7.4300e-08],
        [2.0632e-06, 6.4277e-08],
        [2.1212e-06, 5.4634e-08],
        ...,
        [3.4886e-03, 1.2621e-03],
        [3.4189e-03, 1.3164e-03],
        [3.3484e-03, 1.3707e-03]])",0.004849170800298452,0.0006514261476695538,0.20000000298023224,0.75
69,False,"tensor([[3.8333e-06, 2.6694e-05],
        [4.7354e-06, 3.0246e-05],
        [5.7396e-06, 3.4180e-05],
        ...,
        [5.1034e+00, 1.3706e+00],
        [5.0203e+00, 1.4057e+00],
        [4.9369e+00, 1.4409e+00]])",18.86086654663086,2.806173086166382,0.20000000298023224,0.949999988079071
70,False,"tensor([[1.1596e-06, 1.1558e-04],
        [1.6082e-06, 1.1194e-04],
        [2.1179e-06, 1.0800e-04],
        ...,
        [3.8638e-01, 3.6252e-01],
        [3.9831e-01, 3.5689e-01],
        [4.1034e-01, 3.5113e-01]])",2.2357382774353027,0.2568308711051941,0.20000000298023224,1.0
71,False,"tensor([[1.3570e-05, 2.9317e-05],
        [1.4952e-05, 2.9050e-05],
        [1.6398e-05, 2.8698e-05],
        ...,
        [2.2697e-02, 2.6434e-02],
        [2.3481e-02, 2.5932e-02],
        [2.4270e-02, 2.5434e-02]])",0.12561456859111786,0.015307907946407795,0.20000000298023224,1.0499999523162842
72,False,"tensor([[6.8188e-05, 8.1622e-05],
        [7.4943e-05, 9.0086e-05],
        [8.2099e-05, 9.8956e-05],
        ...,
        [9.5142e-02, 5.8362e-01],
        [1.0271e-01, 5.8168e-01],
        [1.1055e-01, 5.7954e-01]])",0.5929829478263855,0.09172915667295456,0.20000000298023224,1.100000023841858
73,False,"tensor([[1.6218e-06, 1.1077e-04],
        [2.1702e-06, 1.2607e-04],
        [2.8286e-06, 1.4246e-04],
        ...,
        [2.0960e-01, 1.6664e-01],
        [2.0377e-01, 1.7044e-01],
        [1.9796e-01, 1.7422e-01]])",0.912831723690033,0.1292412132024765,0.20000000298023224,1.149999976158142
74,False,"tensor([[7.5368e-06, 1.2062e-05],
        [7.6375e-06, 1.0152e-05],
        [7.7472e-06, 8.3259e-06],
        ...,
        [8.5286e-01, 1.0459e-01],
        [8.6228e-01, 9.6139e-02],
        [8.7138e-01, 8.7956e-02]])",1.0535639524459839,0.11224988847970963,0.20000000298023224,1.2000000476837158
75,False,"tensor([[1.0250e-05, 3.8800e-05],
        [1.1125e-05, 3.8485e-05],
        [1.2004e-05, 3.8074e-05],
        ...,
        [6.7374e-02, 1.7374e-01],
        [6.4074e-02, 1.7542e-01],
        [6.0841e-02, 1.7700e-01]])",0.2690559923648834,0.03256700187921524,0.20000000298023224,1.25
76,False,"tensor([[8.1923e-06, 3.0113e-07],
        [8.6369e-06, 4.2684e-07],
        [9.0962e-06, 5.8097e-07],
        ...,
        [1.3152e-02, 4.8126e-01],
        [1.5760e-02, 4.7931e-01],
        [1.8598e-02, 4.7716e-01]])",0.4900399446487427,0.055331163108348846,0.20000000298023224,1.2999999523162842
77,False,"tensor([[7.6686e-06, 2.5092e-05],
        [8.6317e-06, 2.7580e-05],
        [9.6646e-06, 3.0216e-05],
        ...,
        [1.5574e-01, 3.3190e-01],
        [1.6299e-01, 3.2544e-01],
        [1.7034e-01, 3.1883e-01]])",0.4379352629184723,0.05344638228416443,0.20000000298023224,1.350000023841858
78,False,"tensor([[4.8322e-08, 1.6993e-04],
        [1.4303e-07, 1.8583e-04],
        [2.9940e-07, 2.0254e-04],
        ...,
        [8.1206e-02, 1.6182e-01],
        [8.4845e-02, 1.5855e-01],
        [8.8524e-02, 1.5518e-01]])",0.20043247938156128,0.02637380175292492,0.20000000298023224,1.399999976158142
79,False,"tensor([[1.1851e-07, 4.4121e-05],
        [1.5490e-07, 4.5475e-05],
        [1.9473e-07, 4.6725e-05],
        ...,
        [4.8023e-03, 9.0912e-02],
        [5.4780e-03, 8.9863e-02],
        [6.1936e-03, 8.8726e-02]])",0.09631586819887161,0.017895428463816643,0.20000000298023224,1.4500000476837158
80,False,"tensor([[1.1787e-05, 5.1931e-05],
        [1.3283e-05, 5.5575e-05],
        [1.4911e-05, 5.9328e-05],
        ...,
        [4.8378e-05, 6.8780e-03],
        [3.2046e-05, 6.7731e-03],
        [1.9139e-05, 6.6670e-03]])",0.03974919021129608,0.0040539102628827095,0.25,0.10000000149011612
